id,name,street,city,region,postal code,phone,email,website,zone,country
658,Play It Again Sports - Sarasota,5407 Frutville Rd,Sarasota,FL,34232,941-378-1477,,,USA,USA
661,Play It Again Sports - Stuart,3351 SE Federal Hwy,Stuart,FL,34997,772-286-9552,,,USA,USA
665,Rated Athletic,14168 Central Ave. #H,Chino,CA,91710,909-590-7332,,,USA,USA
668,Strike Zone,715 Sam Houston Street,Sweetwater,TX,79556,325-864-6544,,,USA,USA
669,Texas Sports Zone,10723 Nicoles Place Trail,Houston,TX,77089,832-746-1745,,,USA,USA
689,153 Westfield Sporting Goods,8554 BEACH BLVD.,BUENA PARK,CA,90620,714-947-0304,,,USA,USA
692,Bergen Batting Center,3 New Bridge Road,River Edge,NJ,7661,201-525-1888,,,USA,USA
693,Brickyard Cages,5355 Grant Street,San Diego,CA,92110,619-299-0282,,,USA,USA
694,Century Sports Inc,115 E Mcmurray Road,McMurray,PA,15317,724-941-2120,,,USA,USA
695,Dave's Sport Shop - Fridley,1001 E Moore Lake Dr,Fridley,MN,55432,763-571-4110,,,USA,USA
696,Dave's Valley Sports,102 First Ave W,Shakopee,MN,55379,952-445-3340,,,USA,USA
697,D-Bat - Wichita Falls,7455 Seymore Highway,Wichita Falls,TX,76130,,,,USA,USA
698,D-BAT Academy - Golden Triangle,5900 Park Vista CR,FT Worth,TX,76244,817-337-3228,,,USA,USA
699,Diamond And Ice Sports,6444 Trading Square,Haymarket,VA,20169,703-754-3647,,,USA,USA
700,Farrier Sporting Goods,85 Crescent Ave,Wyckoff,NJ,7481,201-891-9520,,,USA,USA
701,Fuel Team Sales,400 S Earl Suite E,Shorewood,IL,60404,815-401-0049,,,USA,USA
702,Game On Sports Gear,4280 N Highway 19A#2,Mount Dora,FL,32757,352-602-4253,,,USA,USA
704,Idaho Sporting Goods,1001 State Street,Boise,ID,83701,208-344-8448,,,USA,USA
705,Ideal Advertising,13460 Highway 65 NE,Ham Lake,MN,55304,763-862-3699,,,USA,USA
706,Kokaly Sports,509 N Johnson,Bay City,MI,48708,989-671-7412,,,USA,USA
707,Legacy Sporting Goods,1900 Avenue G NW Suite B,Childress,TX,79201,940-937-8383,,,USA,USA
708,Miami Lakes Sports Shop,6763 Main Street,Miami Lakes,FL,33014,305-557-0356,,,USA,USA
710,Play It Again Sports - Chesapeake,1220 Greenbrier Pkwy Ste 130,Chesapeake,VA,23320,757-382-9592,,,USA,USA
711,Play It Again Sports - Decatur GA,2050 Lawrenceville Hwy #C-2,Decatur,GA,30033,404-329-2005,,,USA,USA
712,Play It Again Sports - Ellicott,9150-3 Baltimore National Pike,Ellicott City,MD,21042,410-418-9371,,,USA,USA
714,Play It Again Sports - Lincoln,800 N. 48th,Lincoln,NE,68504,402-483-7447,,,USA,USA
715,Play It Again Sports - Lyndhurst,5455 Mayfield Road,Lyndhurst,OH,44124,440-461-8474,,,USA,USA
718,Play It Again Sports - Richmond,8003 West Broad Street,Richmond,VA,23294,804-527-1988,,,USA,USA
719,Play It Again Sports - San Diego,9841 Mira Mesa Blvd,San Diego,CA,92131,858-695-3030,,,USA,USA
720,Play It Again Sports - Springfield,1300 E Battlefield,Springfield,MO,65804,417-883-7444,,,USA,USA
722,Play It Again Sports - Tallahassee,3183 Capital Circle NE,Tallahassee,FL,32308,850-523-0801,,,USA,USA
723,Rick's Sports,6363 N Monroe Street,Monroe,MI,48162,734-242-0774,,,USA,USA
725,Sports & Sports,3600 N Ridge E,Ashtabula,OH,44004,440-998-4664,,,USA,USA
727,Underdog Equipment,31120 McNamee,Fraser,MI,48026,248-871-7833,,,USA,USA
728,Valle Baseball,4659 West Ridge Road,Spencerport,NY,14559,585-349-7278,,,USA,USA
733,153 Westfield Inc,8554 Beach Blvd,Buena Park,CA,90620,714-947-0304,,,USA,USA
734,913 Sports,601 S Bentsen Rd,McAllen,TX,78501,956-867-6911,,,USA,USA
735,All Around Graphix,819 N. Euclid Ave,Pierre,SD,57501,605-224-4677,,http://www.allaroundgraphics.com,USA,USA
736,Baseball Bargains,54 Cain Drive,Brentwood,NY,11788,631-434-3060,,http://www.baseballbargains.com,USA,USA
737,Baseball Xtreme,7823 Mainland DR,San Antonio,TX,78250,210-837-5039,,,USA,USA
738,Batmen,"4355 E. Lowell Street, Suite H",Ontario,CA,91761,909-573-4322,,,USA,USA
739,Big League Athletics,971 MT. Vernon Road,Newark,OH,43055,740-366-4487,,http://www.bigleaguebaseballnewark.com,USA,USA
740,Budget Sporting Goods,6611 Westcott,Houston,TX,77007,713-864-6806,,http://www.budsportsinc.com,USA,USA
744,Darrow's Sporting Edge,531 Rt. 22E,Whitehouse Station,NJ,8889,908-534-2838,,http://www.darrowsports.com,USA,USA
306,D-Bat Academy - Allen,505 Century Parkway #150,Allen,TX,75013,214-383-4489,,http://www.dbatallen.com,USA,USA
389,D-Bat Academy - West Houston,4310 Brittmoore Road,Houston,TX,77043,713-460-3228,,http://www.dbatwesthouston.com,USA,USA
311,D-Bat Academy - San Antonio,2250 Chipley Circle,San Antonio,TX,78217,210-826-3228,,http://www.dbatsan.com,USA,USA
309,D-Bat Academy - Lewisville,1500 Fairway Drive #1201,Lewisville,TX,75057,972-353-3322,,http://www.dbatlewisville.com,USA,USA
308,D-Bat Academy - Frisco,10875 John W Elliot Drive,Frisco,TX,75034,972-335-4487,,http://www.dbatfrisco.com,USA,USA
307,D-Bat Academy - Fort Worth,6861 Corporation Parkway Suite 100,Fort Worth,TX,76126,817-560-3228,,http://www.dbatftworth.com,USA,USA
67,D-Bat Academy - Mountain Side,1124 Globe Avenue,Mountain Side,NJ,7092,908-518-7950,info@dbatms.com,http://www.dbatms.com,USA,USA
745,D-Bat Academy - Wichita Falls,7455 Seymour Highway,Wichita Falls,TX,76310,940-867-1504,,http://www.dbatwf.com,USA,USA
746,DeMan's Team Sports,295 Main Street,Brookville,PA,15825,814-849-2351,,http://www.demans.com,USA,USA
747,Diamond Sports Complex/Bad Boy Sports,141 Pine View Drive,King,NC,27021,336-971-1247,,,USA,USA
748,Disco Sports,1400 Starling DR,Richmond,VA,23229,804-285-4242,,http://www.discosports.com,USA,USA
749,Efinger Sporting Goods,513 W Union Ave,Bound Brook,NJ,8805,723-356-0604,,http://www.efingersports.com,USA,USA
750,Extra Innings - Indianapolis,5545 S Meridian St.,Indianapolis,IN,46217,317-783-1103,,http://www.extrainnings-indysouth.com,USA,USA
752,GM Sports,1205 Wilde Avenue,Drexel Hill,PA,19206,714-225-9244,,,USA,USA
754,Locker Room - Hollidaysburg,313 Allegheny Street,Hollidaysburg,PA,16648,814-695-8515,,,USA,USA
755,Minnesota USSSA Fastpitch,"540 Greenhaven Road, Suite 102",Anoka,MN,55303,651-245-4498,,http://www.mnusssafp.com,USA,USA
757,Play It Again Sports - Carson City,"911 Topsy Lane, Ste 226-A",Carson City,NV,89705,775-267-3390,,http://www.playitagainsportscarsoncity.com,USA,USA
759,Play It Again Sports - Citrus Heights,8085 Greenback Lane,Citrus Heights,CA,95610,916-725-8007,,http://www.playitagainsportssacramento.com,USA,USA
760,Play It Again Sports - Columbia,1218 Buisness Loop 70  W,Columbia,MO,65202,573-442-9291,,http://www.playitagainsportscolumbiamo.com,USA,USA
763,Play It Again Sports - Leesburg,59 Catoctin Circle NE,Leesburg,VA,20176,703-777-3043,,http://www.playitagainsportsleesburg.com,USA,USA
764,Play It Again Sports - Los Alamitos,4141 Katella Ave,Los Alamitos,CA,90720,714-220-2452,,http://www.playitagainsportslosalamitos.com,USA,USA
765,Play It Again Sports - Massapequa,6160 Sunrise Highway,Massapequa,NY,11758,516-308-4242,,http://www.playitagainsportsmassapequa.com,USA,USA
767,Play It Again Sports - St. Peters,234 Mid Rivers Center,St. Peters,MO,63376,636-397-0100,,http://www.playitagainsportsstpeters.com,USA,USA
770,Point Blank Training Center,1325 N. La Brea Ave,Ingelwood,CA,90302,323-524-8497,,http://www.pointblanktraining.com,USA,USA
771,Primetime Sporting Goods,10933 Harrison Street,La Vista,NE,68128,402-596-2900,,http://www.primetimesportinggoods.com,USA,USA
772,Rod's Sports & Apparel,500 NW Mize Road,Blue Springs,MO,64014,816-220-2315,,http://www.rods-sports.com,USA,USA
773,Scheels - Great Falls,1200 10th Ave S Ste #92,Great Falls,MT,59405,406-453-7666,,http://www.scheels.com,USA,USA
774,Security Sporting Goods,2220 Memorial Dr,Alexandria,LA,71301,318-445-6246,,http://www.securitysportinggoods.com,USA,USA
776,Sports & Fitness Outlet,1407 Maiden Lane,Wenatchee,WA,98801,509-665-9989,,http://www.liquidationsports.com,USA,USA
777,Sports Fever,176 Avenue U,Brooklyn,NY,11223,718-449-2933,,,USA,USA
778,Sports Line,"1515 Lee Trevino Drive, Suite H",El Paso,TX,79936,915-590-3038,,,USA,USA
779,Sports Outlet,703 Black Horse Pike,Glendora,NJ,8029,856-939-2030,,http://www.sportsoutletinc.com,USA,USA
780,Swim's Sports,208 1st Ave E,Oskaloosa,IA,52577,641-673-6779,,,USA,USA
781,Play It Again Sports - Northbrook,575 Waukegan Road,Northbrook,IL,60062,847-564-9180,,http://www.playitagainsportschicagoburbs.com,USA,USA
782,Play It Again Sports - Oak Lawn,5600 W. 95th Street,Oak Lawn,IL,60543,708-636-6311,,http://www.playitagainsportschicagoburbs.com,USA,USA
783,Play It Again Sports - Schaumburg,1127 S. Roselle Road,Schaumburg,IL,60193,847-895-8914,,http://www.playitagainsportschicagoburbs.com,USA,USA
785,Extra Innings of the East Valley,3530 E. Southern Ave.,Mesa,AZ,85204,480-325-3438,,http://www.extrainnings-eastvalley.com,USA,USA
788,All The Way Live Designs,4530 Eagle Falls Place,Tampa,FL,33619,866-727-6777,,,USA,USA
386,Al's Sporting Goods,1075 N. Main Street,Logan,UT,84341,435-752-5151,,http://www.alssports.com,USA,USA
595,Amity Harbor Sports,149 Merrick Road,Amityville,NY,11701,631-691-7505,,,USA,USA
269,ARC Sports,5 Production Drive,Brooksfield,CT,6804,203-775-4140,,http://www.arcsports.com,USA,USA
789,Aries Apparel - Clackamas,"12130 S. 82nd Avenue, Suite 3023",Happy Valley,OR,97086,503-305-8467,,http://www.ariesapparel.com,USA,USA
790,Aries Apparel - Hillsboro,1890 NW 188th Avenue,Hillsboro,OR,97006,503-690-1900,,http://www.ariesapparel.com,USA,USA
791,Athlete's Alley,483 Broad Street,Shrewsbury,NJ,7702,732-842-1127,,http://www.athletesalley.com,USA,USA
441,Bargain Athletics,6551 Jansen Ave NE,Albertville,MN,55301,763-219-8333,,http://www.bargainathletics.com,USA,USA
792,All Sport,"2713 Cantrell Road, Mill-Walk Mall",Harrisonville,MO,64701,816-380-3339,,,USA,USA
504,Al's Sports Shop,9250 Mission Gorge Road,Santee,CA,92071,619-562-4263,,http://www.alssportshop.com,USA,USA
794,Barry Padgett,9000 Avonlea Pl Apt 208,Woodstock,GA,30189,678-326-9238,,,USA,USA
505,Baseball Plus,145 Milbar Blvd,Farmingdale,NY,11735,516-433-0104,,http://www.baseballplusstore.com,USA,USA
796,Baseball Savings,8912 East 34th Street North,Wichita,KY,67226,316-858-0428,,,USA,USA
797,Bases Loaded - Sunrise ,4151 N Pine Island Road,Sunrise,FL,33351,954-616-5408,,,USA,USA
798,Bat MD,3530 East Southern Ave,Mesa,AZ,85204,480-325-3438,,,USA,USA
800,Batters Box Hawaii,1152 Corregidor Street,Kapolei,HI,96707,808-688-8882,,,USA,USA
276,Batters Choice,3555 S. Crater Road,Petersburg,VA,23805,804-732-8044,,http://www.batterschoice.com,USA,USA
756,BB Grand Slam ,910 Oak Tree Ave,South Plainfield,NJ,7080,908-756-4446,,http://www.bbgrandslam.com,USA,USA
507,Big Kids Sporting Goods,14020 Highway 13 South Suite 250,Savage,MN,55278,952-226-2300,,http://www.bigkidssportinggoods.com,USA,USA
638,Big League Dugout 2,5865 W Ray Road #7,Chandler,AZ,85226,480-940-5200,,,USA,USA
283,Blythe's Sport Shop,2810 N. Calumet Avenue,Valparaiso,IN,46383,219-476-0026,,http://www.teamblythes.com,USA,USA
802,BP Athletics.com,19916 Industrial Blvd.,Big Lake,MN,55309,763-445-9190,,http://www.bpathletics.com,USA,USA
804,Brian's Sports,2282 W US90,Lake City,FL,32055,386-755-0570,,,USA,USA
509,California Pro Sports,2420 Carson Street #100,Torrance,CA,90501,310-548-6012,,http://www.calprosports.com,USA,USA
742,Cardinal's Sport Center - Lubbock,6524 Slide Road,Lubbock,TX,79424,806-765-6645,,http://www.mycardinalssportcenter.com,USA,USA
743,Cardinal's Sport Center - Plano,4815 W. Park Boulevard,Plano,TX,75093,972-985-1144,,http://www.mycardinalssportcenter.com,USA,USA
290,Charlie Rose Baseball and Softball,161 Curtner Ave,Campbell,CA,95008,408-559-7673,,http://www.charlierosebaseball.com,USA,USA
805,Choke Grip,3881 N. Steele Street,Denver,CO,80205,720-226-3671,,http://www.chokegrip.com,USA,USA
512,D-Bat Academy-Austin,3813 Helios Way BLD. B/Ste 240,Pflugerville,TX,78660,512-251-4487,,http://www.dbataustin.com,USA,USA
310,D-Bat Academy - Lakeside,2502 Lawing Lane,Rowlett,TX,75088,972-463-3228,,http://www.dbatlakeside.com,USA,USA
806,D-Bat Academy - Lubbock,6104 45th St.,Lubbock,TX,79407,806-788-1402,,http://www.dbatlubbock.com,USA,USA
643,D-Bat Academy - Mansfield,615 S. Wisteria,Mansfield,TX,76063,682-518-8488,,,USA,USA
644,D-Bat Academy - Peoria,8716 W. Ludlow Drive Suite 17&18,Peoria,AZ,85381,623-826-3679,,,USA,USA
511,D-Bat Academy- Tulsa,13679 E. 61st Street,Tulsa,OK,74012,918-286-3700,,http://www.dbattulsa.com,USA,USA
415,D-Bat Academy - Southlake,2870 Market Loop,Southlake,TX,76092,817-251-4902,,http://www.dbatdfw.com,USA,USA
388,D-Bat Academy - Tyler,4715 Candy Lane,Tyler,TX,75701,903-939-2711,,http://www.dbattyler.com,USA,USA
449,Desert Falls Of Utah,11279 S Reedwood Road,South Jordan,UT,84095,801-448-3456,,,USA,USA
808,Donnelley Sports,347 Eastland Dr. South,Twin Falls,ID,83301,208-734-9944,,,USA,USA
809,Dugout Sports Shop,1717 S. Madison,Webb City,MO,64870,417-673-3445,,,USA,USA
810,East Valley Sports Inc.,6306 E. Main Street,Mesa,AZ,85205,480-832-8172,,http://www.eastvalleysports.com,USA,USA
811,Extra Innings - Hanover,23 Leslie Ct.,Whippany,NJ,7981,973-560-1300,,,USA,USA
409,Frizzell Sports,70 Selmar Way,Sylvia,NC,28779,707-834-8857,,http://www.frizsoftball.com,USA,USA
751,Frozen Ropes - Glendora,2244 E Route 66,Glendora,CA,91740,626-335-3700,,http://www.frozenropes.com,USA,USA
812,Frye's Action Athletics,2016 Pacific Ave,Forest Grove,OR,97116,503-357-5120,,http://www.fryesactionathletics.com,USA,USA
813,Game Day Sports,145 Heatherfield Drive,West Columbia,SC,29170,843-230-8776,,http://www.gamedayusssa.com,USA,USA
563,Gear Up Baseball & Softball Academy,524 Ovilla Rd.,Waxahachie,TX,75167,972-845-7053,,http://www.gearupbaseball.net,USA,USA
419,Goetz Brothers Sporting Goods,2629 Broadway Street,Redwood City,CA,94063,650-366-3082,,http://www.goetzsports.com,USA,USA
814,Grand Slam 2,237 S. Battlefield Blvd. Suite 14 G,Chesapeake,VA,23322,757-482-8400,,,USA,USA
392,Gregory Sporting Goods,4421 SE 29th Street,Oklahoma City,OK,73115,405-672-4230,,,USA,USA
517,Hard Knox Baseball,7135 Clinton Road,Loves Park,IL,61111,815-703-2305,,http://www.hardknoxbaseball.com,USA,USA
703,Harve's Sport Shop ,213 North Main,Mitchell,SD,57301,605-996-8226,,,USA,USA
89,Hockers Super Center,34960 Atlantic Ave,Ocean View,DE,19970,302-236-0074,,http://www.hockersmarkets.com,USA,USA
815,Hoosier Bat Company,4511 Evans Ave,Valparaiso,IN,46383,800-228-3787,,,USA,USA
816,Indy Hitters,"3945 Guion Lane, Suite A",Indianapolis,IN,46268,317-679-4979,,http://www.indyhitters.com,USA,USA
817,JC Sports - OH,130 W Columbus Ave,Bellefontaine,OH,43311,937-593-4420,,,USA,USA
818,Jerry's Sporting Goods,9151 Spanish Fort Blvd.,Spanish Fort,AL,36527,251-626-9265,,,USA,USA
460,Jonquil Sporting Goods,1848 Spring Road,Smyrna,GA,30080,770-432-1194,,,USA,USA
395,Just Play It Sports,9667 Highway 129 South,Live Oak,FL,32060,386-208-0713,,,USA,USA
820,Kelly's Sports,897 S. Matlack Street,West Chester,PA,19382,610-436-5458,,http://www.kellyssports.com,USA,USA
821,Key Sport Shop,1300 S. Bishop Ave.,Rolla,MO,65401,573-364-5495,,http://www.keysportshop.com,USA,USA
461,Kiama Custom Apparel ,2048 Akron Peninsula Road,Akron,OH,44313,303-923-9601,,,USA,USA
753,Laur-Lee Sports,211 N. Highland Ave,Ossining,NY,10562,914-941-4018,,,USA,USA
396,Legends Sporting Goods - Staten Island,280 Page Avenue,Staten Island,NY,10307,718-984-6270,,,USA,USA
822,Line Drive Sportz,5977 East 14 Mile Road,Sterling Heights,MI,48312,586-446-9444,,http://www.linedrivesportz.com,USA,USA
823,Lipari Sporting Goods,1812 Highway 90 East,New Iberia,LA,70560,337-365-8827,,http://www.liparispc.com,USA,USA
340,Locker Room Sportswear,1565 W. Main Street,Lewisville,TX,75067,972-436-2420,,http://www.lrsportssore.com,USA,USA
522,M&S Sporting Goods,110 Somers Ave,Colbert,OK,74733,903-271-0165,,http://www.stubbssports.com,USA,USA
103,Mercury Sports ,408 Carpenter Street,Evansville,IN,47708,812-422-9066,retail@mercurysportsllc.com,http://www.mercurysportsllc.com,USA,USA
709,Mira's Sport's and More,6006 Ayers Street,Corpus Christi,TX,78415,361-852-4541,,,USA,USA
346,Morse Enterprises ,112 S. Stanton Street,El Paso,TX,79901,915-533-2746,,http://www.morsesports.com,USA,USA
827,Nill Brothers Sports - Kansas City,2814 South 44th St.,Kansas City,KS,66106,913-384-4242,,,USA,USA
828,Nill Brothers Sports - Overland Park,7204 W. 119th St.,Overland Park,KS,66204,913-345-8655,,,USA,USA
829,Nill Brothers Sports - Shawnee ,15810 Shawnee Mission Pkwy,Shawnee,KS,66217,913-754-1390,,,USA,USA
830,Omega Sports,4237 Park Rd.,Charlotte,NC,28209,704-521-8504,,http://www.omegasports.net,USA,USA
831,Omega Sports,3160 S. Evans Street,Greenville,NC,27834,252-317-8956,,http://www.omegasports.net,USA,USA
832,Omega Sports,9747 Sam Furr Road,Huntersville,NC,28078,704-892-5544,,http://www.omegasports.net,USA,USA
833,Omega Sports,4120 Main at North Hills Street,Raleigh,NC,27609,919-420-1913,,http://www.omegasports.net,USA,USA
834,Omega Sports,3501 Orleander Drive,Wilmington,NC,28403,910-762-7212,,http://www.omegasports.net,USA,USA
835,Pasadena Sporting Goods,115 E. Pasadena Freeway,Pasadena,TX,77506,713-477-7151,,http://www.pasadenasportinggoods.com,USA,USA
836,Pacesetter Sports,2831 S 3rd Street,Terre Haute,IN,47802,812-234-8343,,,USA,USA
837,Play Ball,16 Industrial Way,Salem,NH,3079,603-898-0332,,,USA,USA
838,Play It Again Sports - Altamont Springs,950 N State Road 434,Altamonte Springs,FL,32714,407-788-8280,,,USA,USA
839,Play It Again Sports - Anchorage,2812 70th Ave. East,Fife,WA,98424,907-272-7529,,,USA,USA
758,Play It Again Sports - Cary,446 Crossroads Blvd,Cary,NC,27518,919-851-1851,,http://www.playitagainsportscary.com,USA,USA
841,Play It Again Sports - Charlottesville,1885 Seminole Trail,Charlottesville,VA,22901,434-973-2638,,,USA,USA
842,Play It Again Sports - Clive,9980 Swanson Blvd,Clive,IA,50325,515-402-7427,,,USA,USA
650,Play It Again Sports - Cuyahoga Falls ,661 Howe Ave,Cuyahoga Falls,OH,44221,330-922-0606,,,USA,USA
651,Play It Again Sports - Daytona Beach,1808 W. International Speedway Blvd. # 501,Daytona Beach,FL,32114,386-238-6949,,,USA,USA
843,Play It Again Sports - Fort Myers,11620 S Clevland,Ft.Myers,FL,33907,239-274-8646,,,USA,USA
844,Play It Again Sports - Greensboro,2963 Battleground Ave,Greensboro,NC,27408,336-282-910,,http://www.playitagainsportsnctriad.com,USA,USA
845,Play It Again Sports - Hattiesburg,44000 Hardy Street Suite A-12,Hattiesburg,MS,39402,601-268-8941,,,USA,USA
115,Play It Again Sports - Grove City,2217 String Town Road,Grove City,OH,43123,614-539-8881,,http://www.playitagainsportsgrovecity.com,USA,USA
713,Play It Again Sports - Jacksonville,200 Vale Drive,Saint Augustine,FL,32095,303-887-7797,,,USA,USA
846,Play It Again Sports - Joplin,2640 E 32nd St. #14,Joplin,MO,64804,417-626-7529,,,USA,USA
654,Play It Again Sports - Lake Mary,3879 Lake Emma Road,Lake Mary,FL,32746,407-333-0340,,,USA,USA
762,Play It Again Sports - Lancaster,411 Granite Run DR,Lancaster,PA,17601,717-569-1400,,http://www.playitagainsportslancaster.com,USA,USA
848,Play It Again Sports - Modesto,2720 McHenry Ave,Modesto,CA,95350,209-521-4664,,,USA,USA
849,Play It Again Sports - Naperville ,931 W. 75th Street Suite 185,Naperville,IL,60565,630-355-1121,,,USA,USA
716,Play It Again Sports - Newport News,12132-B Jefferson Ave,Newport News,VA,23602,757-890-8970,,,USA,USA
850,Play It Again Sports - Novi,25875 Novi Road #140,Novi,MI,48375,248-449-4544,,http://www.playitagainsportsnovi.com,USA,USA
851,Play It Again Sports - Ocala,1809 E Silver Springs Blvd,Ocala,FL,34470,352-622-1122,,,USA,USA
766,Play It Again Sports - O'Fallon,2015 W. US Highway 50,Fairview Heights,IL,62208,618-628-2345,,http://www.playitagainsportsofallonil.com,USA,USA
853,Play It Again Sports - Orange Park,70 Blanding Blvd,Orange Park,FL,32073,904-272-1242,,,USA,USA
854,Play It Again Sports - Ponte Vedra Beach,2 Fairfield Boulevard,Ponte Vedra Beach,FL,32082,904-543-0033,,http://www.playitagainsportsbeach.com,USA,USA
721,Play It Again Sports - St. Petersburg,226 37th Ave N,St. Petersburg,FL,33709,727-528-1115,,,USA,USA
117,Play It Again Sports - Tampa,3914 S. Dale Mabry Avenue,Tampa,FL,33611,813-837-8771,,http://www.playitagainsportssouthtampa.com,USA,USA
662,Play It Again Sports - Tampa,13131 N Dale Mabry Hwy.,Tampa,FL,33618,813-969-0855,,,USA,USA
855,Play It Again Sports - Tempe,1840 E. Warner Road,Tempe,AZ,85284,480-345-6107,,,USA,USA
856,Play It Again Sports - Ventura,4705-4 Telephone Road,Ventura,CA,93003,805-644-4948,,,USA,USA
663,Play It Again Sports - Vero Beach,6160 20th St.,Vero Beach,FL,32966,772-563-0026,,,USA,USA
768,Play It Again Sports - Villa Park,379 East North Ave,Villa Park,IL,60181,630-835-3888,,http://www.playitagainsportschicagoburbs.com,USA,USA
857,Play It Again Sports - Westmont,233 W Ogden Avenue,Westmont,IL,60559,630-810-9811,,http://www.playitagainsportswestmont.com,USA,USA
858,Play It Again Sports - Winston Salem,5005 Country Club Road,Winston-Salem,NC,27104,336-760-1470,,http://www.playitagainsportsnctriad.com,USA,USA
664,Play it Again Sports - Winter Springs,1425 Tuskawilla Rd,Winter Springs,FL,32708,407-677-5007,,,USA,USA
859,Play It Again Sports - Woodinville,13210 NE 175th Street,Woodinville,WA,98072,425-481-8676,,http://www.playitagainsportswoodinville.com,USA,USA
119,Players Sporting Goods,5737 North Graham Street,Charlotte,NC,28269,704-598-7966,,http://www.playersls.com,USA,USA
769,Players Warehouse,4738 Gateway Cirle,Kettering,OH,45440,937-938-7987,,http://www.playerswarehouse.com,USA,USA
426,Prep Fan Store,70452 Hwy 21,Covington,LA,70433,985-400-5552,,,USA,USA
860,RB Sporting Goods,2139 San Jacinto Blvd,Austin,TX,78712,972-930-9730,,,USA,USA
125,RBI Sports,616 Corporate Way,Valley Cottage,NY,10989,845-268-9900,al@rbisports.net,http://www.rbisports.net,USA,USA
619,RE Sports,525 Glazebrooke,Corpus Christi,TX,78404,361-774-6354,,,USA,USA
862,Reaper's Den ,11009 Bittersweet Ct,Ellicott City,MD,21042,410-381-4571,,,USA,USA
863,Red Weir Athletic Supplies,211 W. Broadway,Columbia,MO,65203,573-445-4931,,,USA,USA
864,Retro Sports,9100 Fletcher Parkway,La Mesa,CA,91942,619-465-9000,,http://www.retrosports.net,USA,USA
666,Risan Athletics,13649 126th Place Ne,Kirkland,WA,98034,425-821-5172,,,USA,USA
865,Rockwall Sports,579 East I-30,Rockwall,TX,75087,972-772-3054,,,USA,USA
866,S3 Baseball Gloves,513 Fairfield,Corpus Christi,TX,78412,361-854-9994,,,USA,USA
867,Saber Sports,622 W Katella Ave,Orange,CA,92867,714-396-2268,,,USA,USA
868,San Jose Batting Cages,474 Piercy Road,San Jose,CA,95138,408-360-9076,,,USA,USA
869,Savon Sporting Goods,2736 S 1900 W,Ogden,UT,84401,801-627-8151,,http://www.savonsports.net,USA,USA
430,Scheels - Des Moines,101 Jordan Crk Pkwy Bldg 4000,W.Desmoines,IA,50266,515-727-4065,,http://www.scheels.com,USA,USA
871,Scheels - Lincoln,2960 Pine Lake Road-Ste B,Lincoln,NE,68516,402-420-9000,,http://www.scheels.com,USA,USA
428,Scheels - Omaha,17202 Davenport Rd17202 Davenport Street,Omaha,NE,68118,402-289-5666,,http://www.scheels.com,USA,USA
470,Scheels - Rapid City,1225 Eglin Street,Rapid City,SD,57701,605-342-9033,,http://www.scheels.com,USA,USA
872,Scheels - Sioux City,Southern Hills Mall 4400 sereant RD,Sioux City,IA,51106,712-252-1551,,http://www.scheels.com,USA,USA
667,Scheels - Sioux Falls,2101 West 41st Street,Sioux Falls,SD,57105,605-334-7767,,http://www.scheels.com,USA,USA
429,Scheels - Sparks ,1200 Scheels Drive,Sparks,NV,89434,775-331-2700,,http://www.scheels.com,USA,USA
873,Scheels - Springfield,3801 Macarthur  Blvd,Springfield,IL,62711,217-726-6330,,http://www.scheels.com,USA,USA
874,Don Morton Sports,2040 Tuttle Creek Blvd,Manhattan,KS,66502,785-776-5551,,,USA,USA
875,Baseball Savings ,8912 East 34th Street North,Wichita,KS,67226,316-858-0428,,,USA,USA
876,Scott's Sporting Goods,1407 20th Street,Vero Beach,FL,32960,772-778-0661,,http://www.scottssportinggoods.com,USA,USA
622,Showcase Baseball Academy,12857 E. Independence Blvd,Matthews,NC,28105,704-882-7629,,,USA,USA
775,Silverback Sports,1241 SE Indian St,Stuart,FL,34997,772-812-5170,,,USA,USA
877,Smash Hit Sports,38 Sunset Hill,Rochester,NY,14624,585-330-0833,,,USA,USA
878,Softball Pitching Tools,12187 Chewning Road,Glen Allen,VA,23059,804-382-6211,,,USA,USA
879,Sport Shop Of Benton,1212 Military Road,Benton,AR,72015,501-315-1212,,,USA,USA
724,Sportline,6543 Wadsworth Blvd.,Arvada,CO,80003,303-421-6751,,,USA,USA
880,Sports 4 All,108 Haddon Ave,Westmont,NJ,8108,856-240-7546,,http://www.sports-4-all.com,USA,USA
133,Sports Spot,3530 W. 16th Street,Indianapolis,IN,46222,317-631-2324,,,USA,USA
134,Sports Threads,5987 Hoover Road,Grove City,OH,43123,614-539-4555,,,USA,USA
404,Sports USA Elite Training,26072 Merit Circle #112,Laguna Hills,CA,92653,800-613-8002,,,USA,USA
135,Sports Warehouse,4617 Sutherland Road,Owensboro,KY,42303,270-926-6080,,,USA,USA
881,Sports World - New Jersey,"650 Route 206, Suite C",Bordentown,NJ,8505,609-424-3554,,,USA,USA
627,T & B Sports,2049 W Steele Lane,Santa Rosa,CA,95403,707-544-2433,,,USA,USA
559,T & G Allsports,100 Highway 314,Fayetteville,GA,30215,770-460-7700,,http://www.tgallsports.com,USA,USA
474,Team Express ,1003 E. Nakoma Ste 104,San Antonio,TX,78216,210-525-9161,,,USA,USA
