wp_ID,wp_post_date,wp_post_modified,wp_post_status,wp_post_title,wp_post_content,wp_post_excerpt,wp_post_parent,wp_post_name,wp_post_type,wp_post_mime_type,wp_ping_status,wp_comment_status,wp_menu_order,wp_post_author,tx_category,tx_post_tag,tx_post_format,fi_thumbnail,cf__wp_page_template,cf__edit_last,cf__edit_lock,cf__soliloquy_settings,cf_wpcf-street-address,cf_wpcf-city,cf_wpcf-state,cf_wpcf-zipcode,cf_wpcf-phone-number,cf__menu_item_menu_item_parent,cf__menu_item_type,cf__menu_item_object,cf__menu_item_object_id,cf__menu_item_target,cf__menu_item_classes,cf__menu_item_xfn,cf__menu_item_url,cf__thumbnail_id,cf__wp_attachment_metadata,cf__wp_attached_file,cf__form,cf__mail,cf__mail_2,cf__messages,cf__additional_settings,cf__wp_types_group_filters_association,cf__wp_types_group_fields,cf__wp_types_group_post_types,cf__wp_types_group_terms,cf__wp_types_group_templates,cf__wpcf_conditional_display,cf_wpcf-contact-email,cf_wpcf-website,cf__wp_old_slug,cf__soliloquy_image_link,cf__soliloquy_image_link_title,cf__soliloquy_image_link_tab,cf_wpcf-country,cf_wpcf-region,cf__wp_attachment_image_alt,cf_wpcf-post-link-url,cf__wp_types_group_admin_styles,cf__sol_slider_data,cf__sol_in_slider,cf__sol_has_slider,cf_wpcf-hide-title-overlay,cf_link,cf__menu_item_orphaned
526,"2013-12-03 12:51:13","2013-12-03 12:51:13",publish,"Reads Sporting Goods",,,0,reads-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1386100275:2,,"812 IAA Dr.",Blommington,IL,61701,309-663-0355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,"2013-12-03 12:55:01","2013-12-03 12:55:01",publish,"Sports Specialties",,,0,sports-specialties,dealer,,closed,closed,0,chris,,,,,,2,1404761158:2,,"613 Station Ave","Haddon Heights",NJ,08035,856-547-3252,,,,,,,,,,,,,,,,,,,,,,,,http://www.heightssports.com,,,,,,,,,,,,,,,
530,"2013-12-03 12:55:52","2013-12-03 12:55:52",publish,"Sports World-Shreveport",,,0,sports-world-shreveport,dealer,,closed,closed,0,chris,,,,,,2,1386100555:2,,"8809 Jewella Ave",Shreveport,LA,71108,318-686-1880,,,,,,,,,,,,,,,,,,,,,,,,http://www.sportsworlduniforms.com,,,,,,,,,,,,,,,
532,"2013-12-03 12:57:29","2013-12-03 12:57:29",publish,"The Locker Room",,,0,the-locker-room,dealer,,closed,closed,0,chris,,,,,,2,1386100650:2,,"514 N Bluff Street","St George",UT,84770,435-628-4221,,,,,,,,,,,,,,,,,,,,,,,,http://www.lockerroomsports.com,,,,,,,,,,,,,,,
109,"2013-04-22 15:57:58","2014-01-23 16:04:17",publish,"Olympia Team Sports",,,0,olympia-team-sports,dealer,,closed,closed,0,admin,,,,,,2,1390518259:2,,"4367 Atlanta Highway",Montgomery,AL,36109,334-277-2622,,,,,,,,,,,,,,,,,,,,,,,olympiaspt@networktel.net,http://www.olympiaspt.com,,,,,,,,,,,,,,,
412,"2013-09-10 11:08:40","2014-02-10 13:46:41",publish,"Diamond Pro Sports",,,0,diamond-pro-sports,dealer,,closed,closed,0,chris,,,,,,2,1392065090:2,,"1407 Chesapeake Ave",Baltimore,MD,21220,443-690-8481,,,,,,,,,,,,,,,,,,,,,,,,,bryan-koehler,,,,,,,,,,,,,,
594,"2014-02-25 09:32:47","2014-02-25 09:32:47",publish,"All Star Batting Cages",,,0,all-star-batting-cages,dealer,,closed,closed,0,chris,,,,,,2,1393345856:2,,"1127 Berryville Ave",Winchester,VA,22601,540-722-4724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,"2014-02-25 09:34:01","2014-02-25 09:34:01",publish,"Bagger Sports",,,0,bagger-sports,dealer,,closed,closed,0,chris,,,,,,2,1393345931:2,,"23460 Cinema Drive Suite F",Valencia,CA,91355,661-260-2502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,"2014-02-25 09:35:27","2014-02-25 09:35:27",publish,"Blue Heron Sports",,,0,blue-heron-sports,dealer,,closed,closed,0,chris,,,,,,2,1393346017:2,,"5115 St. Route 405",Milton,PA,17847,570-742-3228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,"2014-02-25 09:36:19","2014-02-25 09:36:19",publish,"Closeout Bats.com",,,0,closeout-bats-com,dealer,,closed,closed,0,chris,,,,,,2,1393346083:2,,"140 Woodland Ave",Westwood,NJ,07675,866-999-6886,,,,,,,,,,,,,,,,,,,,,,,,http://www.closeoutbats.com,,,,,,,,,,,,,,,
600,"2014-02-25 09:37:05","2014-02-25 09:37:05",publish,"East Texas Sports Center",,,0,east-texas-sports-center,dealer,,closed,closed,0,chris,,,,,,2,1393346161:2,,"310 North Washington Ave",Marshalltown,TX,75670,903-935-1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,"2014-02-25 09:41:43","2014-02-25 09:41:43",publish,"Dick's Sporting Goods",,,0,dicks-sporting-goods-2,dealer,,closed,closed,0,chris,,,,,,2,1393346393:2,,"345 Court St",Coraopolis,PA,15108,877-846-9997,,,,,,,,,,,,,,,,,,,,,,,,http://www.dickssportingoods.com,,,,,,,,,,,,,,,
602,"2014-02-25 09:42:20","2014-02-25 09:45:28",publish,"Eich's Sports",,,0,eichs-sports,dealer,,closed,closed,0,chris,,,,,,2,1393346620:2,,"24316 W 143rd Street",Plainfield,IL,60544,815-436-3771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,"2014-02-25 09:46:06","2014-02-25 09:46:06",publish,"Fremont Batting Range",,,0,fremont-batting-range,dealer,,closed,closed,0,chris,,,,,,2,1393346655:2,,"1405 E State St",Fremont,OH,43420,419-334-9455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,"2014-02-25 09:46:36","2014-02-25 09:46:36",publish,"GoldStocks Sporting Goods",,,0,goldstocks-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1393346686:2,,"98 Freemans Bridge Road",Scotia,NY,12302,518-382-2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,"2014-02-25 09:47:12","2014-02-25 09:47:43",publish,"Got'em Sports",,,0,gotem-sports,dealer,,closed,closed,0,chris,,,,,,2,1393346753:2,,"3400 Aviation Blvd","Vero Beach",FL,32960,772-562-4333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,"2014-02-25 09:50:47","2014-02-25 09:50:47",publish,"Hibbett Sports",,,0,hibbett-sports,dealer,,closed,closed,0,chris,,,,,,2,1393346947:2,,"2700 Milan Court",Birmingham,AL,35211,205-942-4292,,,,,,,,,,,,,,,,,,,,,,,,http://www.hibbett.com/,,,,,,,,,,,,,,,
607,"2014-02-25 09:51:47","2014-02-25 09:51:47",publish,"Johnny Mac's Sporting Goods",,,0,johnny-macs-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1393346997:2,,"10100 Watson Road","St. Louis",MO,63127,314-966-5444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,"2014-02-25 09:52:25","2014-02-25 09:52:25",publish,"Kimmel Athletic Supply",,,0,kimmel-athletic-supply,dealer,,closed,closed,0,chris,,,,,,2,1393347034:2,,"15326 NE 96th Place #A-10",Redmond,WA,98052,509-326-7710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,"2014-02-25 09:52:52","2014-02-25 09:52:52",publish,"Kimmel Athletic Supply",,,0,kimmel-athletic-supply-2,dealer,,closed,closed,0,chris,,,,,,2,1393347062:2,,"202 E Mission Ave",Spokane,WA,99202,509-326-7710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,"2014-02-25 09:53:39","2014-02-25 09:53:39",publish,"Kratz Sporting Goods",,,0,kratz-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1393347107:2,,"335 Beckett Street",Clarksville,IN,47129,812-282-5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,"2014-02-25 09:54:08","2014-02-25 09:54:08",publish,"New Bern Sporting Goods",,,0,new-bern-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1393347154:2,,"3721 Trent Road","New Bern",NC,28562,252-638-1136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,"2014-02-25 09:55:14","2014-02-25 09:55:14",publish,"Olympia Sports",,,0,olympia-sports,dealer,,closed,closed,0,chris,,,,,,2,1393347228:2,,"5 Bradley Drive",Westbrook,ME,04092,207-854-2794,,,,,,,,,,,,,,,,,,,,,,,,http://www.olympiasports.net/,,,,,,,,,,,,,,,
614,"2014-02-25 09:57:26","2014-02-25 09:57:26",publish,"Play It Again Sport - Iowa",,,0,play-it-again-sport-iowa,dealer,,closed,closed,0,chris,,,,,,2,1393347340:2,,"1705 First Ave","Iowa City",IA,52240,319-354-4777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,"2014-02-25 09:58:05","2014-02-25 09:58:27",publish,"Play It Again Sports - Baltimore",,,0,play-it-again-sports-baltimore,dealer,,closed,closed,0,chris,,,,,,2,1393347396:2,,"7968 Belaire Rd",Baltimore,MD,21236,410-882-1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,"2014-02-25 09:59:00","2014-02-25 09:59:00",publish,"Play It Again Sports - Greensburg",,,0,play-it-again-sports-greensburg,dealer,,closed,closed,0,chris,,,,,,2,1393347431:2,,"6041 State Rt. 30 Suite 65",Greensburg,PA,15601,724-834-1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,"2014-02-25 09:59:33","2014-02-25 09:59:33",publish,"Play It Again Sports - Lubbock",,,0,play-it-again-sports-lubbock,dealer,,closed,closed,0,chris,,,,,,2,1393347463:2,,"4815 50th Street",Lubbock,TX,79414,806-788-0144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,"2014-02-25 10:00:13","2014-02-25 10:00:13",publish,"Rayburn Sporting Goods",,,0,rayburn-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1393347506:2,,"16 A Ryeland Drive",Cabot,AR,72023,501-605-1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,"2014-02-25 10:01:16","2014-02-25 10:01:16",publish,"Rev Graphics",,,0,rev-graphics,dealer,,closed,closed,0,chris,,,,,,2,1393347565:2,,"8103 E US 36",Avon,IN,46123,317-902-8243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,"2014-02-25 10:01:47","2014-02-25 10:01:47",publish,"Schuylkill Valley Sports",,,0,schuylkill-valley-sports,dealer,,closed,closed,0,chris,,,,,,2,1393347597:2,,"118 Industrial Drive",Pottstown,PA,19464,610-495-8813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,"2014-02-25 10:02:50","2014-02-25 10:02:50",publish,"Sports Shack",,,0,sports-shack,dealer,,closed,closed,0,chris,,,,,,2,1393347660:2,,"101 Deer Park Ave","Babylon Village",NY,11702,631-669-9836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,"2014-02-25 10:03:19","2014-02-25 10:03:19",publish,"Sports Shop Of Benton",,,0,sports-shop-of-benton,dealer,,closed,closed,0,chris,,,,,,2,1393347689:2,,"1212 Military Road Suite A",Benton,AR,72015,501-315-1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,"2014-02-25 10:03:48","2014-02-25 10:03:48",publish,"Strike Zone ",,,0,strike-zone,dealer,,closed,closed,0,chris,,,,,,2,1393347717:2,,"2900 S 110th St",Omaha,NE,68144,402-398-1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,"2014-02-25 10:04:15","2014-02-25 10:04:15",publish,"Swing Kingz",,,0,swing-kingz,dealer,,closed,closed,0,chris,,,,,,2,1393347750:2,,"301 Lightfoot Rd",Williamsburg,VA,23188,757-645-4481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,"2014-02-25 10:05:20","2014-02-25 10:05:20",publish,"The Batterz Box",,,0,the-batterz-box,dealer,,closed,closed,0,chris,,,,,,2,1393347811:2,,"1336 S Milwaukee Ave",Libertyville,IL,60048,847-886-0160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,"2014-02-25 10:07:14","2014-02-25 10:07:14",publish,"Websters Sporting Goods",,,0,websters-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1393347923:2,,"5060 E 62nd Street",Indianapolis,IN,46220,317-255-4855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,"2014-02-25 10:07:39","2014-02-25 10:07:39",publish,"Worsham Athletics",,,0,worsham-athletics,dealer,,closed,closed,0,chris,,,,,,2,1393347950:2,,"720 Spartansburg Highway",Hendersonville,NC,28792,828-692-1595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,"2014-03-06 18:52:26","2014-03-06 18:52:26",publish,"Baseball 365",,,0,baseball-365,dealer,,closed,closed,0,chris,,,,,,2,1394157057:2,,"9872 Lyndale AVE S",Bloomington,MN,55420,952-881-2255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,"2014-03-06 19:06:15","2014-03-06 19:06:15",publish,"Big League Dugout 1",,,0,big-league-dugout-1,dealer,,closed,closed,0,chris,,,,,,2,1394157865:2,,"9180 E Indian Bend Road #F-10",Scottsdale,AZ,85250,480-270-6817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,"2014-03-06 19:06:54","2014-03-06 19:06:54",publish,"CR Sports/Cowing-Robards",,,0,cr-sportscowing-robards,dealer,,closed,closed,0,chris,,,,,,2,1394157907:2,,"512 Broadway Street",Alexandria,MN,56308,320-763-4333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,"2014-03-06 19:07:54","2014-03-06 19:07:54",publish,"DAQ Bats",,,0,daq-bats,dealer,,closed,closed,0,chris,,,,,,2,1394157965:2,,"6147 Tompkins Drive",Mclean,VA,22101,202-365-3246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,"2014-03-06 19:11:11","2014-03-06 19:11:11",publish,"Hanson Athletics",,,0,hanson-athletics,dealer,,closed,closed,0,chris,,,,,,2,1394158162:2,,"170 Canal Place",Philadelphia,MS,39350,601-416-3896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,"2014-03-06 19:11:46","2014-03-06 19:11:46",publish,"Lefty's Sports Academy",,,0,leftys-sports-academy,dealer,,closed,closed,0,chris,,,,,,2,1394158201:2,,"840 Bloomfield Ave",Clifton,NJ,07012,973-777-2287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,"2014-03-06 19:12:28","2014-03-06 19:12:28",publish,"North Texas Baseball",,,0,north-texas-baseball,dealer,,closed,closed,0,chris,,,,,,2,1394158255:2,,"1219 San Marcos Dr",Arlington,TX,76012,817-966-8250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,"2014-03-06 19:15:43","2014-03-06 19:15:43",publish,"Play It Again Sports - Evansville",,,0,play-it-again-sports-evansville,dealer,,closed,closed,0,chris,,,,,,2,1394158439:2,,"5626 E Virginia Street",Evansville,IN,47715,812-479-3289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,"2014-03-06 19:16:29","2014-03-06 19:16:29",publish,"Play It Again Sports - Kissimmee",,,0,play-it-again-sports-kissimmee,dealer,,closed,closed,0,chris,,,,,,2,1394158479:2,,"2900 W. Vine St",Kissimmee,FL,34741,407-944-4005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,"2014-03-06 19:18:16","2014-03-06 19:18:16",publish,"Play It Again Sports - Orlando",,,0,play-it-again-sports-orlando,dealer,,closed,closed,0,chris,,,,,,2,1394158588:2,,"7621 W. colonial Dr",Orlando,FL,32818,407-445-6633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,"2014-03-06 19:18:52","2014-03-06 19:18:52",publish,"Play It Again Sports - Palm Harbor",,,0,play-it-again-sports-palm-harbor,dealer,,closed,closed,0,chris,,,,,,2,1394158631:2,,"35181 US Hwy 19 N","Palm Harbor",FL,34684,727-781-7700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,"2014-03-06 19:19:37","2014-03-06 19:19:37",publish,"Play It Again Sports - Port St Lucie",,,0,play-it-again-sports-port-st-lucie,dealer,,closed,closed,0,chris,,,,,,2,1394158668:2,,"10137 S, Federal Hwy","Port St. Lucie",FL,34952,772-380-9280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,"2014-03-06 19:20:15","2014-03-06 19:20:16",publish,"Play It Again Sports - Sarasota",,,0,play-it-again-sports-sarasota,dealer,,closed,closed,0,chris,,,,,,2,1394158712:2,,"5407 Frutville Rd",Sarasota,FL,34232,941-378-1477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,"2014-03-06 19:21:24","2014-03-06 19:21:24",publish,"Play It Again Sports - Stuart",,,0,play-it-again-sports-stuart,dealer,,closed,closed,0,chris,,,,,,2,1394158774:2,,"3351 SE Federal Hwy",Stuart,FL,34997,772-286-9552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,"2014-03-06 19:23:41","2014-03-06 19:23:41",publish,"Rated Athletic",,,0,rated-athletic,dealer,,closed,closed,0,chris,,,,,,2,1394158913:2,,"14168 Central Ave. #H",Chino,CA,91710,909-590-7332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,"2014-03-06 19:27:40","2014-03-06 19:27:40",publish,"Strike Zone",,,0,strike-zone-2,dealer,,closed,closed,0,chris,,,,,,2,1394159170:2,,"715 Sam Houston Street",Sweetwater,TX,79556,325-864-6544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,"2014-03-06 19:29:06","2014-03-06 19:29:06",publish,"Texas Sports Zone",,,0,texas-sports-zone,dealer,,closed,closed,0,chris,,,,,,2,1394159348:2,,"10723 Nicoles Place Trail",Houston,TX,77089,832-746-1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,"2014-04-04 12:13:41","2014-04-04 12:13:41",publish,"153 Westfield Sporting Goods",,,0,153-westfield-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1396638713:2,,"8554 BEACH BLVD.","BUENA PARK",CA,90620,714-947-0304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,"2014-04-21 10:51:20","2014-04-21 10:51:20",publish,"Bergen Batting Center",,,0,bergen-batting-center,dealer,,closed,closed,0,chris,,,,,,2,1398102572:2,,"3 New Bridge Road","River Edge",NJ,07661,201-525-1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,"2014-04-21 10:51:50","2014-04-21 10:51:50",publish,"Brickyard Cages",,,0,brickyard-cages,dealer,,closed,closed,0,chris,,,,,,2,1398102601:2,,"5355 Grant Street","San Diego",CA,92110,619-299-0282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,"2014-04-21 10:52:25","2014-04-21 10:52:25",publish,"Century Sports Inc",,,0,century-sports-inc,dealer,,closed,closed,0,chris,,,,,,2,1398102635:2,,"115 E Mcmurray Road",McMurray,PA,15317,724-941-2120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,"2014-04-21 10:52:53","2014-04-21 10:52:53",publish,"Dave's Sport Shop - Fridley",,,0,daves-sport-shop-fridley,dealer,,closed,closed,0,chris,,,,,,2,1398102664:2,,"1001 E Moore Lake Dr",Fridley,MN,55432,763-571-4110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,"2014-04-21 10:53:45","2014-04-21 10:53:45",publish,"Dave's Valley Sports",,,0,daves-valley-sports,dealer,,closed,closed,0,chris,,,,,,2,1398102715:2,,"102 First Ave W",Shakopee,MN,55379,952-445-3340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,"2014-04-21 10:54:12","2014-04-21 10:54:12",publish,"D-Bat - Wichita Falls",,,0,d-bat-wichita-falls,dealer,,closed,closed,0,chris,,,,,,2,1398102745:2,,"7455 Seymore Highway","Wichita Falls",TX,76130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,"2014-04-21 10:54:42","2014-04-21 10:54:42",publish,"D-BAT Academy - Golden Triangle",,,0,d-bat-academy-golden-triangle,dealer,,closed,closed,0,chris,,,,,,2,1398102774:2,,"5900 Park Vista CR","FT Worth",TX,76244,817-337-3228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,"2014-04-21 10:55:22","2014-04-21 10:55:22",publish,"Diamond And Ice Sports",,,0,diamond-and-ice-sports,dealer,,closed,closed,0,chris,,,,,,2,1398102818:2,,"6444 Trading Square",Haymarket,VA,20169,703-754-3647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,"2014-04-21 10:55:56","2014-04-21 10:55:56",publish,"Farrier Sporting Goods",,,0,farrier-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1398102851:2,,"85 Crescent Ave",Wyckoff,NJ,07481,201-891-9520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,"2014-04-21 10:56:32","2014-04-21 10:56:32",publish,"Fuel Team Sales",,,0,fuel-team-sales,dealer,,closed,closed,0,chris,,,,,,2,1398102883:2,,"400 S Earl Suite E",Shorewood,IL,60404,815-401-0049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,"2014-04-21 10:56:59","2014-04-21 10:56:59",publish,"Game On Sports Gear",,,0,game-on-sports-gear,dealer,,closed,closed,0,chris,,,,,,2,1398102909:2,,"4280 N Highway 19A#2","Mount Dora",FL,32757,352-602-4253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,"2014-04-21 10:58:08","2014-04-21 10:58:08",publish,"Idaho Sporting Goods",,,0,idaho-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1398102978:2,,"1001 State Street",Boise,ID,83701,208-344-8448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,"2014-04-21 10:58:45","2014-04-21 10:58:45",publish,"Ideal Advertising",,,0,ideal-advertising,dealer,,closed,closed,0,chris,,,,,,2,1398103018:2,,"13460 Highway 65 NE","Ham Lake",MN,55304,763-862-3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,"2014-04-21 10:59:28","2014-04-21 10:59:28",publish,"Kokaly Sports",,,0,kokaly-sports,dealer,,closed,closed,0,chris,,,,,,2,1398103059:2,,"509 N Johnson","Bay City",MI,48708,989-671-7412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,"2014-04-21 10:59:57","2014-04-21 10:59:57",publish,"Legacy Sporting Goods",,,0,legacy-sporting-goods,dealer,,closed,closed,0,chris,,,,,,2,1398103092:2,,"1900 Avenue G NW Suite B",Childress,TX,79201,940-937-8383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,"2014-04-21 11:00:28","2014-04-21 11:00:28",publish,"Miami Lakes Sports Shop",,,0,miami-lakes-sports-shop,dealer,,closed,closed,0,chris,,,,,,2,1398103120:2,,"6763 Main Street","Miami Lakes",FL,33014,305-557-0356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,"2014-04-21 11:01:28","2014-04-21 11:01:28",publish,"Play It Again Sports - Chesapeake",,,0,play-it-again-sports-chesapeake,dealer,,closed,closed,0,chris,,,,,,2,1398103179:2,,"1220 Greenbrier Pkwy Ste 130",Chesapeake,VA,23320,757-382-9592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,"2014-04-21 11:02:04","2014-04-21 11:02:04",publish,"Play It Again Sports - Decatur GA",,,0,play-it-again-sports-decatur-ga,dealer,,closed,closed,0,chris,,,,,,2,1398103217:2,,"2050 Lawrenceville Hwy #C-2",Decatur,GA,30033,404-329-2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,"2014-04-21 11:02:44","2014-04-21 11:02:44",publish,"Play It Again Sports - Ellicott",,,0,play-it-again-sports-ellicott,dealer,,closed,closed,0,chris,,,,,,2,1398103256:2,,"9150-3 Baltimore National Pike","Ellicott City",MD,21042,410-418-9371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,"2014-04-21 11:04:33","2014-04-21 11:04:33",publish,"Play It Again Sports - Lincoln",,,0,play-it-again-sports-lincoln,dealer,,closed,closed,0,chris,,,,,,2,1404758394:2,,"800 N. 48th",Lincoln,NE,68504,402-483-7447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,"2014-04-21 11:05:09","2014-04-21 11:05:09",publish,"Play It Again Sports - Lyndhurst",,,0,play-it-again-sports-lyndhurst,dealer,,closed,closed,0,chris,,,,,,2,1398103400:2,,"5455 Mayfield Road",Lyndhurst,OH,44124,440-461-8474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,"2014-04-21 11:06:42","2014-04-21 11:06:42",publish,"Play It Again Sports - Richmond",,,0,play-it-again-sports-richmond,dealer,,closed,closed,0,chris,,,,,,2,1398103494:2,,"8003 West Broad Street",Richmond,VA,23294,804-527-1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,"2014-04-21 11:07:11","2014-04-21 11:07:11",publish,"Play It Again Sports - San Diego",,,0,play-it-again-sports-san-diego,dealer,,closed,closed,0,chris,,,,,,2,1398103524:2,,"9841 Mira Mesa Blvd","San Diego",CA,92131,858-695-3030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,"2014-04-21 11:08:07","2014-04-21 11:08:07",publish,"Play It Again Sports - Springfield",,,0,play-it-again-sports-springfield,dealer,,closed,closed,0,chris,,,,,,2,1398103689:2,,"1300 E Battlefield",Springfield,MO,65804,417-883-7444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,"2014-04-21 11:09:06","2014-04-21 11:09:06",publish,"Play It Again Sports - Tallahassee",,,0,play-it-again-sports-tallahassee,dealer,,closed,closed,0,chris,,,,,,2,1398103639:2,,"3183 Capital Circle NE",Tallahassee,FL,32308,850-523-0801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,"2014-04-21 11:09:43","2014-04-21 11:09:43",publish,"Rick's Sports",,,0,ricks-sports,dealer,,closed,closed,0,chris,,,,,,2,1398103674:2,,"6363 N Monroe Street",Monroe,MI,48162,734-242-0774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,"2014-04-21 11:10:40","2014-04-21 11:10:40",publish,"Sports & Sports",,,0,sports-sports,dealer,,closed,closed,0,chris,,,,,,2,1398103731:2,,"3600 N Ridge E",Ashtabula,OH,44004,440-998-4664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
